BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
29059,103,2017,8,22,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,55.96,0,
29060,4,2017,9,19,2,2,Meal Plan 1,0,Room_Type 6,1,2,Online,0,0,0,200.75,2,
29061,15,2018,3,18,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,127,1,
29062,36,2018,12,26,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,102,0,
29063,35,2018,12,2,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,2,
29064,79,2018,6,16,2,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,120.6,0,
29065,33,2018,2,8,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.3,1,
29066,0,2017,11,9,1,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,91,1,
29067,43,2017,10,2,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58.4,0,
29068,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,101.5,0,
29069,57,2018,12,9,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,126,2,
29070,167,2018,6,28,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,62.18,0,
29071,113,2018,9,7,1,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,118.8,0,
29072,1,2018,8,10,0,2,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,167,0,
29073,128,2017,8,8,1,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,76.5,2,
29074,118,2018,4,3,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87.3,1,
29075,41,2017,9,4,0,1,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,83,0,
29076,68,2018,1,2,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,1,1,0,63,1,
29077,189,2018,10,28,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,109.8,0,
29078,95,2017,12,29,0,4,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60.5,0,
29079,83,2017,9,30,0,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,112.2,0,
29080,37,2018,8,1,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,0,
29081,151,2018,7,9,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,103.09,0,
29082,79,2018,6,24,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,
29083,245,2018,6,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,
29084,273,2017,7,17,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,109,0,
29085,110,2017,7,25,2,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,
29086,127,2018,6,26,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,103.7,1,
29087,11,2018,7,5,2,6,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,145,0,
29088,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,60,0,
29089,50,2018,2,22,1,4,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,78.85,1,
29090,39,2018,8,13,2,3,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,170.1,2,
29091,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
29092,22,2017,12,29,0,5,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,199,0,
29093,102,2018,7,10,2,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,82.45,0,
29094,17,2018,5,21,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,0,
29095,125,2018,9,7,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,136,2,
29096,107,2017,9,9,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.25,1,
29097,29,2018,3,18,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79,0,
29098,124,2018,12,26,1,3,Meal Plan 1,0,Room_Type 6,2,1,Online,0,0,0,156.61,2,
29099,85,2018,8,3,0,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,152.1,0,
29100,71,2018,5,30,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.85,1,
29101,37,2018,5,13,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,116.1,0,
29102,3,2018,6,27,1,0,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0,0,
29103,5,2018,4,5,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,1,89,1,
29104,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
29105,25,2018,7,2,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,187,0,
29106,1,2018,4,1,0,1,Meal Plan 1,1,Room_Type 1,1,0,Corporate,1,0,3,67,1,
29107,7,2018,6,19,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,156,1,
29108,5,2018,4,4,3,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,126.75,0,
29109,24,2018,10,16,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,107.1,1,
29110,52,2018,11,19,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.6,2,
29111,56,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,
29112,2,2018,5,31,0,3,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,87.78,0,
29113,4,2017,8,8,2,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,94.5,0,
29114,60,2017,12,9,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,1,
29115,268,2018,4,8,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,78,0,
29116,2,2018,10,11,0,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,169,2,
29117,94,2018,7,8,2,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,146.7,1,
29118,70,2017,10,22,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.25,1,
29119,78,2018,4,10,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.75,1,
29120,213,2018,6,7,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,130,0,
29121,209,2018,10,21,2,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,128.7,1,
29122,69,2018,3,20,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,1,
29123,67,2017,12,5,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,95.4,2,
29124,0,2018,10,15,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,140,0,
29125,58,2018,6,10,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,1,
29126,5,2018,6,21,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,156,1,
29127,82,2018,3,24,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,99.45,0,
29128,2,2018,6,10,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,136,1,
29129,26,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,
29130,1,2018,11,29,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,
29131,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
29132,273,2017,7,17,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,109,0,
29133,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,130,0,
29134,1,2018,2,3,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,66,1,
29135,1,2018,4,9,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,115,1,
29136,110,2018,4,20,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,90.95,0,
29137,25,2018,10,3,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,129,1,
29138,105,2018,6,11,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.85,2,
29139,245,2018,6,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,
29140,27,2018,6,29,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,125.25,1,
29141,85,2018,6,20,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,
29142,265,2018,6,24,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,109,0,
29143,64,2018,4,15,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,112.2,0,
29144,0,2017,10,1,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,109,1,
29145,36,2018,12,28,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,168.73,0,
29146,32,2017,9,5,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,3,
29147,3,2017,9,7,1,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,98.8,0,
29148,8,2018,6,19,1,0,Meal Plan 2,0,Room_Type 7,2,0,Complementary,1,0,1,0,1,
29149,0,2017,8,25,0,2,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,156,1,
29150,34,2018,6,14,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,107.1,1,
29151,122,2018,5,12,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,
29152,116,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,82,0,
29153,12,2018,2,6,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,55.72,0,
29154,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,
29155,10,2018,1,28,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,66,0,
29156,43,2018,5,31,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,115.5,0,
29157,170,2018,4,8,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,78,0,
29158,1,2018,2,27,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,103,1,
29159,77,2018,5,1,2,0,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,125.1,0,
29160,4,2018,1,28,0,3,Meal Plan 1,1,Room_Type 1,1,0,Online,0,0,0,95,1,
29161,68,2018,9,9,1,2,Meal Plan 2,0,Room_Type 1,2,1,Online,0,0,0,166.35,2,
29162,40,2018,5,13,1,2,Meal Plan 1,0,Room_Type 7,2,0,Online,0,0,0,203.73,2,
29163,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,130,0,
29164,256,2018,8,31,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,0,
29165,16,2018,11,16,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93,0,
29166,105,2018,10,12,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,
29167,54,2018,7,2,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.7,0,
29168,222,2018,8,14,4,10,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,158.95,0,
29169,17,2017,10,15,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.95,1,
29170,7,2018,12,30,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,120,0,
29171,6,2018,3,4,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,91,0,
29172,25,2018,4,15,2,3,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,149.4,0,
29173,5,2018,5,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,100,0,
29174,18,2017,12,1,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,69,2,
29175,166,2018,11,1,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,110,0,
29176,68,2018,4,1,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,75.65,1,
29177,292,2018,7,21,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,0,
29178,0,2017,9,7,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.8,0,
29179,257,2017,7,1,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,101.5,0,
29180,155,2018,8,1,3,9,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,119.71,1,
29181,91,2018,9,14,0,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,3,15,65,0,
29182,76,2018,7,2,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,131.4,0,
29183,4,2018,2,15,1,2,Meal Plan 1,0,Room_Type 1,1,0,Complementary,1,0,1,0,1,
29184,14,2018,10,22,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,160,0,
29185,6,2018,10,3,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,89,0,
29186,60,2018,3,20,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,
29187,301,2018,7,30,1,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
29188,81,2017,12,6,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,2,
29189,54,2018,5,12,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,132.6,0,
29190,130,2018,11,26,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,68,0,
29191,221,2018,12,29,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.5,2,
29192,1,2017,11,10,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,1,40,1,
29193,2,2017,12,11,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,
29194,156,2018,8,21,2,1,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,103.5,0,
29195,0,2017,10,1,0,1,Meal Plan 1,0,Room_Type 1,1,0,Complementary,1,0,1,0,0,
29196,46,2018,8,24,0,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,2,
29197,17,2018,11,16,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,2,
29198,159,2018,9,30,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,134.46,2,
29199,17,2017,11,3,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,1,
29200,9,2018,2,21,2,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,79,0,
29201,5,2018,5,24,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,110,1,
29202,19,2017,10,7,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,85.5,0,
29203,0,2018,6,17,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,129,1,
29204,29,2018,12,2,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,85,0,
29205,11,2018,10,10,1,1,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,107,0,
29206,73,2018,4,3,2,1,Not Selected,0,Room_Type 1,2,1,Online,0,0,0,94,1,
29207,186,2018,7,12,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,2,
29208,263,2017,9,21,1,0,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,59.5,0,
29209,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,1,
29210,19,2018,11,2,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,
29211,5,2017,9,20,2,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,92.4,1,
29212,0,2018,6,23,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,69.84,0,
29213,15,2017,8,27,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,80,1,
29214,141,2018,9,23,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,128.8,1,
29215,0,2018,8,20,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,2,
29216,59,2017,10,29,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,
29217,56,2018,11,16,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,
29218,36,2018,5,21,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,2,
29219,93,2018,10,15,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,115,0,
29220,92,2018,10,29,1,1,Meal Plan 1,0,Room_Type 2,0,2,Online,0,0,0,81.5,2,
29221,8,2018,6,26,2,1,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,107,0,
29222,12,2017,8,30,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,2,
29223,141,2018,11,25,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,0,
29224,37,2018,2,22,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,69.9,0,
29225,88,2018,3,23,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.7,0,
29226,0,2017,8,3,1,0,Meal Plan 1,0,Room_Type 4,2,0,Complementary,0,0,0,0,0,
29227,81,2018,10,21,1,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,135,0,
29228,4,2017,10,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0,0,
29229,57,2017,9,19,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,66.53,1,
29230,8,2018,2,5,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,91,1,
29231,1,2018,8,24,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,99.33,1,
29232,52,2018,5,27,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,
29233,71,2018,12,6,0,4,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,105,0,
29234,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,
29235,1,2018,7,12,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,116.27,1,
29236,22,2017,9,1,1,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105,2,
29237,100,2018,9,28,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,100,0,
29238,4,2018,3,23,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72,1,
29239,1,2018,6,14,0,4,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,121.5,1,
29240,31,2018,9,16,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,125.1,1,
29241,97,2017,12,29,0,4,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60.5,1,
29242,86,2018,3,23,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.83,1,
29243,1,2017,9,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,
29244,2,2017,8,15,2,1,Meal Plan 2,0,Room_Type 1,1,0,Online,0,0,0,72.5,0,
29245,38,2018,6,20,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.8,0,
29246,16,2018,10,2,2,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,95,0,
29247,24,2018,12,30,0,1,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,206,0,
29248,10,2017,8,18,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,1,
29249,59,2018,11,18,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,
29250,276,2018,9,22,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95.67,0,
29251,18,2018,9,15,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,105.64,1,
29252,1,2018,11,8,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,159.38,2,
29253,22,2018,7,21,0,2,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,240,1,
29254,7,2017,9,21,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,143.2,2,
29255,54,2018,12,24,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.4,1,
29256,153,2018,12,29,2,3,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,122.91,0,
29257,14,2018,5,18,0,4,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72,1,
29258,10,2018,3,7,1,3,Meal Plan 1,0,Room_Type 5,1,0,Corporate,0,0,0,107,0,
29259,66,2018,9,2,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,87.3,1,
29260,16,2018,12,21,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,105.4,2,
29261,9,2017,9,10,1,3,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,63.75,0,
29262,0,2017,8,10,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,115,0,
29263,88,2018,12,18,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,
29264,3,2018,3,17,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,1,79,1,
29265,110,2018,10,9,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,80,0,
29266,71,2017,9,22,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,0,
29267,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,
29268,10,2018,11,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,103,2,
29269,3,2017,12,3,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58,0,
29270,29,2017,9,15,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105,1,
29271,191,2018,11,25,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,71.1,0,
29272,54,2018,11,16,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,57.93,1,
29273,109,2018,7,13,2,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,68.72,0,
